Dia;Mes;Año;Fecha;Usuario;Tipo de Transacción;Número Documento;Compresor;Rolitera;Hora Encendido Compresor;Hora Apago Compresor;Horas Funcionamiento;Descripcion;Cantidad;Horas Funcionamiento Corregidas;Kg por Bolsa;Kilos Producidos
4;1;2023;2023-01-04;rmanera;Alta Producción de Hielo;9;C02 - Compresor 2 - 127;R01 - Rolitera 1;31640,09;31643,05;2,959999999999127;ROLITO EN BOLSAS 14 KG;46;2,959999999999127;14;644
4;1;2023;2023-01-04;rmanera;Alta Producción de Hielo;10;C02 - Compresor 2 - 127;R01 - Rolitera 1;31643,5;31646,78;3,279999999998836;ROLITO EN BOLSAS 14 KG;48;3,279999999998836;14;672
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;11;C02 - Compresor 2 - 127;R01 - Rolitera 1;31646,78;31649,99;3,210000000002765;ROLITO EN BOLSAS 2 KG;276;3,210000000002765;2;552
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;12;C04 - Compresor 4 - 127;R01 - Rolitera 1;1294,85;1299,26;4,410000000000082;ROLITO EN BOLSAS 14 KG;63;4,410000000000082;14;882
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;13;C02 - Compresor 2 - 127;R01 - Rolitera 1;31649,99;31653,8;3,8099999999976717;ROLITO EN BOLSAS 2 KG;320;3,8099999999976717;2;640
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;14;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;53;0,0;14;742
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;15;C04 - Compresor 4 - 127;R01 - Rolitera 1;1299,26;1303,11;3,849999999999909;ROLITO EN BOLSAS 2 KG;283;3,849999999999909;2;566
5;1;2023;2023-01-05;rmanera;Alta Producción de Hielo;16;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;56;0,0;14;784
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;17;C02 - Compresor 2 - 127;R01 - Rolitera 1;31653,8;31655,98;2,180000000000291;ROLITO EN BOLSAS 14 KG;17;2,180000000000291;14;238
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;17;C02 - Compresor 2 - 127;R01 - Rolitera 1;31653,8;31655,98;2,180000000000291;ROLITO EN BOLSAS 2 KG;61;2,180000000000291;2;122
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;18;C02 - Compresor 2 - 127;R01 - Rolitera 1;31655,98;31660,65;4,670000000001892;ROLITO EN BOLSAS 2 KG;386;4,670000000001892;2;772
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;19;C04 - Compresor 4 - 127;R01 - Rolitera 1;1303,11;1305,56;2,4500000000000455;ROLITO EN BOLSAS 2 KG;222;2,4500000000000455;2;444
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;20;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;40;0,0;14;560
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;21;C02 - Compresor 2 - 127;R01 - Rolitera 1;31661,67;31664,68;3,0100000000020373;ROLITO EN BOLSAS 2 KG;37;3,0100000000020373;2;74
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;22;C02 - Compresor 2 - 127;R01 - Rolitera 1;31664,68;31667,66;2,9799999999995634;ROLITO EN BOLSAS 2 KG;217;2,9799999999995634;2;434
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;22;C02 - Compresor 2 - 127;R01 - Rolitera 1;31664,68;31667,66;2,9799999999995634;ROLITO EN BOLSAS 7 KG;16;2,9799999999995634;7;112
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;23;C04 - Compresor 4 - 127;R01 - Rolitera 1;1305,83;1310,62;4,789999999999964;ROLITO EN BOLSAS 14 KG;9;4,789999999999964;14;126
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;23;C04 - Compresor 4 - 127;R01 - Rolitera 1;1305,83;1310,62;4,789999999999964;ROLITO EN BOLSAS 2 KG;340;4,789999999999964;2;680
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;24;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;26;0,0;14;364
6;1;2023;2023-01-06;rmanera;Alta Producción de Hielo;24;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;349;0,0;2;698
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;25;C02 - Compresor 2 - 127;R01 - Rolitera 1;31667,66;31670,5;2,8400000000001455;ROLITO EN BOLSAS 14 KG;9;2,8400000000001455;14;126
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;25;C02 - Compresor 2 - 127;R01 - Rolitera 1;31667,66;31670,5;2,8400000000001455;ROLITO EN BOLSAS 2 KG;225;2,8400000000001455;2;450
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;26;C04 - Compresor 4 - 127;R01 - Rolitera 1;1310,62;1311,39;0,7700000000002092;ROLITO EN BOLSAS 2 KG;57;0,7700000000002092;2;114
7;1;2023;2023-01-07;rmanera;Alta Producción de Hielo;27;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;71;0,0;2;142
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;28;C02 - Compresor 2 - 127;R01 - Rolitera 1;31670,5;31678,2;7,700000000000728;ROLITO EN BOLSAS 2 KG;743;7,700000000000728;2;1486
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;29;C04 - Compresor 4 - 127;R01 - Rolitera 1;1311,39;1320,94;9,549999999999955;ROLITO EN BOLSAS 14 KG;25;9,549999999999955;14;350
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;29;C04 - Compresor 4 - 127;R01 - Rolitera 1;1311,39;1320,94;9,549999999999955;ROLITO EN BOLSAS 2 KG;641;9,549999999999955;2;1282
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;29;C04 - Compresor 4 - 127;R01 - Rolitera 1;1311,39;1320,94;9,549999999999955;ROLITO EN BOLSAS 7 KG;17;9,549999999999955;7;119
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;30;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;125;0,0;14;1750
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;30;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;211;0,0;2;422
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;31;C02 - Compresor 2 - 127;R01 - Rolitera 1;31678,2;31679,63;1,430000000000291;ROLITO EN BOLSAS 2 KG;121;1,430000000000291;2;242
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;32;C02 - Compresor 2 - 127;R01 - Rolitera 1;31679,63;31681,82;2,1899999999986903;ROLITO EN BOLSAS 2 KG;158;2,1899999999986903;2;316
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;33;C04 - Compresor 4 - 127;R01 - Rolitera 1;1320,4;1324,73;4,329999999999927;ROLITO EN BOLSAS 2 KG;385;4,329999999999927;2;770
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;34;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;19;0,0;14;266
9;1;2023;2023-01-09;rmanera;Alta Producción de Hielo;34;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;267;0,0;2;534
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;35;C02 - Compresor 2 - 127;R01 - Rolitera 1;31681,82;31689,99;8,170000000001892;ROLITO EN BOLSAS 14 KG;10;8,170000000001892;14;140
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;35;C02 - Compresor 2 - 127;R01 - Rolitera 1;31681,82;31689,99;8,170000000001892;ROLITO EN BOLSAS 2 KG;585;8,170000000001892;2;1170
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;36;C04 - Compresor 4 - 127;R01 - Rolitera 1;1324,73;1329,07;4,339999999999918;ROLITO EN BOLSAS 14 KG;10;4,339999999999918;14;140
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;36;C04 - Compresor 4 - 127;R01 - Rolitera 1;1324,73;1329,07;4,339999999999918;ROLITO EN BOLSAS 2 KG;228;4,339999999999918;2;456
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;36;C04 - Compresor 4 - 127;R01 - Rolitera 1;1324,73;1329,07;4,339999999999918;ROLITO EN BOLSAS 4 KG;33;4,339999999999918;4;132
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;36;C04 - Compresor 4 - 127;R01 - Rolitera 1;1324,73;1329,07;4,339999999999918;ROLITO EN BOLSAS 7 KG;17;4,339999999999918;7;119
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;37;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;67;0,0;14;938
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;38;C02 - Compresor 2 - 127;R01 - Rolitera 1;31689,19;31692,35;3,1599999999998545;ROLITO EN BOLSAS 2 KG;239;3,1599999999998545;2;478
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;38;C02 - Compresor 2 - 127;R01 - Rolitera 1;31689,19;31692,35;3,1599999999998545;ROLITO EN BOLSAS 7 KG;15;3,1599999999998545;7;105
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;39;C02 - Compresor 2 - 127;R01 - Rolitera 1;31692,35;31694,46;2,110000000000582;ROLITO EN BOLSAS 2 KG;160;2,110000000000582;2;320
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;40;C04 - Compresor 4 - 127;R01 - Rolitera 1;1329,07;1332,92;3,8500000000001364;ROLITO EN BOLSAS 2 KG;329;3,8500000000001364;2;658
10;1;2023;2023-01-10;rmanera;Alta Producción de Hielo;41;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;54;0,0;14;756
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;42;C02 - Compresor 2 - 127;R01 - Rolitera 1;31694,46;31698,94;4,479999999999563;ROLITO EN BOLSAS 2 KG;398;4,479999999999563;2;796
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;43;C04 - Compresor 4 - 127;R01 - Rolitera 1;1332,92;1339,9;6,980000000000018;ROLITO EN BOLSAS 14 KG;35;6,980000000000018;14;490
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;43;C04 - Compresor 4 - 127;R01 - Rolitera 1;1332,92;1339,9;6,980000000000018;ROLITO EN BOLSAS 2 KG;466;6,980000000000018;2;932
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;44;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;70;0,0;14;980
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;44;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;259;0,0;2;518
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;45;C02 - Compresor 2 - 127;R01 - Rolitera 1;31698,94;31702,86;3,9200000000018917;ROLITO EN BOLSAS 14 KG;33;3,9200000000018917;14;462
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;45;C02 - Compresor 2 - 127;R01 - Rolitera 1;31698,94;31702,86;3,9200000000018917;ROLITO EN BOLSAS 2 KG;153;3,9200000000018917;2;306
11;1;2023;2023-01-11;rmanera;Alta Producción de Hielo;46;C02 - Compresor 2 - 127;R01 - Rolitera 1;31702,86;31705,15;2,290000000000873;ROLITO EN BOLSAS 14 KG;28;2,290000000000873;14;392
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;47;C04 - Compresor 4 - 127;R01 - Rolitera 1;1339,9;134797,0;133457,1;ROLITO EN BOLSAS 2 KG;709;5,509999999999991;2;1418
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;48;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;136;0,0;14;1904
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;49;C04 - Compresor 4 - 127;R01 - Rolitera 1;1347,97;1357,57;9,599999999999909;ROLITO EN BOLSAS 14 KG;52;9,599999999999909;14;728
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;49;C04 - Compresor 4 - 127;R01 - Rolitera 1;1347,97;1357,57;9,599999999999909;ROLITO EN BOLSAS 2 KG;519;9,599999999999909;2;1038
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;49;C04 - Compresor 4 - 127;R01 - Rolitera 1;1347,97;1357,57;9,599999999999909;ROLITO EN BOLSAS 4 KG;67;9,599999999999909;4;268
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;50;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;118;0,0;14;1652
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;50;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;363;0,0;2;726
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;51;C02 - Compresor 2 - 127;R01 - Rolitera 1;31705,15;31706,34;1,1899999999986903;ROLITO EN BOLSAS 2 KG;121;1,1899999999986903;2;242
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;52;C04 - Compresor 4 - 127;R01 - Rolitera 1;1357,53;1361,66;4,130000000000109;ROLITO EN BOLSAS 2 KG;263;4,130000000000109;2;526
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;53;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;72;0,0;14;1008
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;54;C02 - Compresor 2 - 127;R01 - Rolitera 1;31706,34;31713,58;7,240000000001601;ROLITO EN BOLSAS 14 KG;14;7,240000000001601;14;196
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;54;C02 - Compresor 2 - 127;R01 - Rolitera 1;31706,34;31713,58;7,240000000001601;ROLITO EN BOLSAS 2 KG;507;7,240000000001601;2;1014
12;1;2023;2023-01-12;rmanera;Alta Producción de Hielo;54;C02 - Compresor 2 - 127;R01 - Rolitera 1;31706,34;31713,58;7,240000000001601;ROLITO EN BOLSAS 7 KG;44;7,240000000001601;7;308
13;1;2023;2023-01-13;rmanera;Alta Producción de Hielo;55;C04 - Compresor 4 - 127;R01 - Rolitera 1;1361,65;1372,38;10,730000000000018;ROLITO EN BOLSAS 14 KG;47;10,730000000000018;14;658
13;1;2023;2023-01-13;rmanera;Alta Producción de Hielo;55;C04 - Compresor 4 - 127;R01 - Rolitera 1;1361,65;1372,38;10,730000000000018;ROLITO EN BOLSAS 2 KG;720;10,730000000000018;2;1440
13;1;2023;2023-01-13;rmanera;Alta Producción de Hielo;56;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;123;0,0;14;1722
13;1;2023;2023-01-13;rmanera;Alta Producción de Hielo;56;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;366;0,0;2;732
14;1;2023;2023-01-14;rmanera;Alta Producción de Hielo;57;C02 - Compresor 2 - 127;R01 - Rolitera 1;31713,58;31721,32;7,739999999997963;ROLITO EN BOLSAS 14 KG;75;7,739999999997963;14;1050
14;1;2023;2023-01-14;rmanera;Alta Producción de Hielo;57;C02 - Compresor 2 - 127;R01 - Rolitera 1;31713,58;31721,32;7,739999999997963;ROLITO EN BOLSAS 2 KG;236;7,739999999997963;2;472
16;1;2023;2023-01-16;rmanera;Alta Producción de Hielo;58;C02 - Compresor 2 - 127;R01 - Rolitera 1;31721,34;31739,82;18,479999999999563;ROLITO EN BOLSAS 14 KG;48;18,479999999999563;14;672
16;1;2023;2023-01-16;rmanera;Alta Producción de Hielo;58;C02 - Compresor 2 - 127;R01 - Rolitera 1;31721,34;31739,82;18,479999999999563;ROLITO EN BOLSAS 2 KG;1300;18,479999999999563;2;2600
16;1;2023;2023-01-16;rmanera;Alta Producción de Hielo;58;C02 - Compresor 2 - 127;R01 - Rolitera 1;31721,34;31739,82;18,479999999999563;ROLITO EN BOLSAS 4 KG;34;18,479999999999563;4;136
17;1;2023;2023-01-17;rmanera;Alta Producción de Hielo;59;C04 - Compresor 4 - 127;R01 - Rolitera 1;1372,53;1380,62;8,089999999999918;ROLITO EN BOLSAS 14 KG;30;8,089999999999918;14;420
17;1;2023;2023-01-17;rmanera;Alta Producción de Hielo;59;C04 - Compresor 4 - 127;R01 - Rolitera 1;1372,53;1380,62;8,089999999999918;ROLITO EN BOLSAS 2 KG;370;8,089999999999918;2;740
17;1;2023;2023-01-17;rmanera;Alta Producción de Hielo;59;C04 - Compresor 4 - 127;R01 - Rolitera 1;1372,53;1380,62;8,089999999999918;ROLITO EN BOLSAS 4 KG;63;8,089999999999918;4;252
17;1;2023;2023-01-17;rmanera;Alta Producción de Hielo;60;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;69;0,0;14;966
17;1;2023;2023-01-17;rmanera;Alta Producción de Hielo;60;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;344;0,0;2;688
18;1;2023;2023-01-18;rmanera;Alta Producción de Hielo;61;C02 - Compresor 2 - 127;R01 - Rolitera 1;31739,83;31743,28;3,4499999999970896;ROLITO EN BOLSAS 2 KG;284;3,4499999999970896;2;568
18;1;2023;2023-01-18;rmanera;Alta Producción de Hielo;62;C04 - Compresor 4 - 127;R01 - Rolitera 1;1380,61;1384,12;3,509999999999991;ROLITO EN BOLSAS 2 KG;333;3,509999999999991;2;666
18;1;2023;2023-01-18;rmanera;Alta Producción de Hielo;63;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;25;0,0;14;350
18;1;2023;2023-01-18;rmanera;Alta Producción de Hielo;63;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;72;0,0;2;144
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;64;C02 - Compresor 2 - 127;R01 - Rolitera 1;31743,28;31754,31;11,030000000002474;ROLITO EN BOLSAS 14 KG;64;11,030000000002474;14;896
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;64;C02 - Compresor 2 - 127;R01 - Rolitera 1;31743,28;31754,31;11,030000000002474;ROLITO EN BOLSAS 2 KG;559;11,030000000002474;2;1118
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;65;C04 - Compresor 4 - 127;R01 - Rolitera 1;1384,12;1389,31;5,190000000000055;ROLITO EN BOLSAS 14 KG;9;5,190000000000055;14;126
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;65;C04 - Compresor 4 - 127;R01 - Rolitera 1;1384,12;1389,31;5,190000000000055;ROLITO EN BOLSAS 2 KG;272;5,190000000000055;2;544
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;66;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;66;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;414;0,0;2;828
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;67;C02 - Compresor 2 - 127;R01 - Rolitera 1;31754,31;31757,2;2,889999999999418;ROLITO EN BOLSAS 14 KG;19;2,889999999999418;14;266
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;67;C02 - Compresor 2 - 127;R01 - Rolitera 1;31754,31;31757,2;2,889999999999418;ROLITO EN BOLSAS 2 KG;119;2,889999999999418;2;238
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;68;C02 - Compresor 2 - 127;R01 - Rolitera 1;31757,2;31767,1;9,899999999997817;ROLITO EN BOLSAS 14 KG;64;9,899999999997817;14;896
19;1;2023;2023-01-19;rmanera;Alta Producción de Hielo;68;C02 - Compresor 2 - 127;R01 - Rolitera 1;31757,2;31767,1;9,899999999997817;ROLITO EN BOLSAS 2 KG;495;9,899999999997817;2;990
20;1;2023;2023-01-20;rmanera;Alta Producción de Hielo;69;C02 - Compresor 2 - 127;R01 - Rolitera 1;31767,02;31773,99;6,970000000001164;ROLITO EN BOLSAS 14 KG;29;6,970000000001164;14;406
20;1;2023;2023-01-20;rmanera;Alta Producción de Hielo;69;C02 - Compresor 2 - 127;R01 - Rolitera 1;31767,02;31773,99;6,970000000001164;ROLITO EN BOLSAS 2 KG;400;6,970000000001164;2;800
20;1;2023;2023-01-20;rmanera;Alta Producción de Hielo;69;C02 - Compresor 2 - 127;R01 - Rolitera 1;31767,02;31773,99;6,970000000001164;ROLITO EN BOLSAS 7 KG;16;6,970000000001164;7;112
20;1;2023;2023-01-20;rmanera;Alta Producción de Hielo;70;C04 - Compresor 4 - 127;R01 - Rolitera 1;1389,31;1392,97;3,660000000000082;ROLITO EN BOLSAS 2 KG;326;3,660000000000082;2;652
20;1;2023;2023-01-20;rmanera;Alta Producción de Hielo;71;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;336;0,0;2;672
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;72;C02 - Compresor 2 - 127;R01 - Rolitera 1;31774,07;31775,91;1,8400000000001455;ROLITO EN BOLSAS 2 KG;162;1,8400000000001455;2;324
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;73;C04 - Compresor 4 - 127;R01 - Rolitera 1;1393,3;1400,48;7,180000000000064;ROLITO EN BOLSAS 14 KG;20;7,180000000000064;14;280
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;73;C04 - Compresor 4 - 127;R01 - Rolitera 1;1393,3;1400,48;7,180000000000064;ROLITO EN BOLSAS 2 KG;433;7,180000000000064;2;866
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;73;C04 - Compresor 4 - 127;R01 - Rolitera 1;1393,3;1400,48;7,180000000000064;ROLITO EN BOLSAS 4 KG;33;7,180000000000064;4;132
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;74;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;24;0,0;14;336
21;1;2023;2023-01-21;rmanera;Alta Producción de Hielo;74;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;523;0,0;2;1046
22;1;2023;2023-01-22;rmanera;Alta Producción de Hielo;75;C02 - Compresor 2 - 127;R01 - Rolitera 1;31775,91;31779,84;3,930000000000291;ROLITO EN BOLSAS 2 KG;338;3,930000000000291;2;676
22;1;2023;2023-01-22;rmanera;Alta Producción de Hielo;76;C02 - Compresor 2 - 127;R01 - Rolitera 1;31779,84;31781,93;2,0900000000001455;ROLITO EN BOLSAS 2 KG;160;2,0900000000001455;2;320
23;1;2023;2023-01-23;rmanera;Alta Producción de Hielo;77;C04 - Compresor 4 - 127;R01 - Rolitera 1;1400,48;1411,34;10,8599999999999;ROLITO EN BOLSAS 14 KG;100;10,8599999999999;14;1400
23;1;2023;2023-01-23;rmanera;Alta Producción de Hielo;77;C04 - Compresor 4 - 127;R01 - Rolitera 1;1400,48;1411,34;10,8599999999999;ROLITO EN BOLSAS 2 KG;261;10,8599999999999;2;522
23;1;2023;2023-01-23;rmanera;Alta Producción de Hielo;78;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;871;0,0;2;1742
24;1;2023;2023-01-24;rmanera;Alta Producción de Hielo;79;C04 - Compresor 4 - 127;R01 - Rolitera 1;1411,34;1422,49;11,150000000000091;ROLITO EN BOLSAS 2 KG;499;11,150000000000091;2;998
24;1;2023;2023-01-24;rmanera;Alta Producción de Hielo;80;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;731;0,0;2;1462
25;1;2023;2023-01-25;rmanera;Alta Producción de Hielo;81;C04 - Compresor 4 - 127;R02 - Rolitera 2;1422,49;1433,59;11,099999999999909;ROLITO EN BOLSAS 14 KG;8;11,099999999999909;14;112
25;1;2023;2023-01-25;rmanera;Alta Producción de Hielo;81;C04 - Compresor 4 - 127;R02 - Rolitera 2;1422,49;1433,59;11,099999999999909;ROLITO EN BOLSAS 2 KG;741;11,099999999999909;2;1482
25;1;2023;2023-01-25;rmanera;Alta Producción de Hielo;81;C04 - Compresor 4 - 127;R02 - Rolitera 2;1422,49;1433,59;11,099999999999909;ROLITO EN BOLSAS 4 KG;61;11,099999999999909;4;244
25;1;2023;2023-01-25;rmanera;Alta Producción de Hielo;82;C04 - Compresor 4 - 127;R01 - Rolitera 1;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;12;5,509999999999991;14;168
25;1;2023;2023-01-25;rmanera;Alta Producción de Hielo;82;C04 - Compresor 4 - 127;R01 - Rolitera 1;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;1038;5,509999999999991;2;2076
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;83;C02 - Compresor 2 - 127;R01 - Rolitera 1;31781,93;31785,11;3,180000000000291;ROLITO EN BOLSAS 14 KG;9;3,180000000000291;14;126
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;83;C02 - Compresor 2 - 127;R01 - Rolitera 1;31781,93;31785,11;3,180000000000291;ROLITO EN BOLSAS 2 KG;226;3,180000000000291;2;452
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;84;C04 - Compresor 4 - 127;R01 - Rolitera 1;1433,59;1441,53;7,940000000000055;ROLITO EN BOLSAS 14 KG;34;7,940000000000055;14;476
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;84;C04 - Compresor 4 - 127;R01 - Rolitera 1;1433,59;1441,53;7,940000000000055;ROLITO EN BOLSAS 2 KG;323;7,940000000000055;2;646
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;84;C04 - Compresor 4 - 127;R01 - Rolitera 1;1433,59;1441,53;7,940000000000055;ROLITO EN BOLSAS 4 KG;30;7,940000000000055;4;120
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;84;C04 - Compresor 4 - 127;R01 - Rolitera 1;1433,59;1441,53;7,940000000000055;ROLITO EN BOLSAS 7 KG;15;7,940000000000055;7;105
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;85;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;47;0,0;14;658
26;1;2023;2023-01-26;rmanera;Alta Producción de Hielo;85;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;469;0,0;2;938
